User ID,Page #,Bar Guess,Bar Actual,error bar,Pie Guess,Pie Actual,error pie,Radial Guess,Radial Actual,error radial
1486435587399,1,55,58.62,1.904965719,35,31.71,1.771885579,15,21.33,2.690417096
1486435587399,2,25,25.77,-0.160040413,85,91.84,2.800123353,75,79.07,2.068670811
1486435587399,3,70,62.71,2.890446693,15,18.18,1.724650272,25,36.07,3.484782623
1486435587399,4,55,53.52,0.682573297,10,7.45,1.419538892,60,71.43,3.530445355
1486435587399,5,60,62.07,1.13422094,25,25,0,10,18.18,3.053980168
1486435587399,6,30,26.67,1.788685711,50,44.44,2.507160349,60,52.27,2.973611276
1486435587399,7,85,85.86,-0.02180437,5,5.45,-0.798366139,60,75,3.918863237
1486435587399,8,55,57.35,1.307428525,50,45.45,2.224966365,40,46.67,2.764473551
1486435587399,9,10,14.14,2.092545742,100,93.83,2.654206378,85,30.95,5.759555343
1486435587399,10,90,91.11,0.304511042,80,69.77,3.372255648,100,94.12,2.586164246
1486435587399,11,60,59.79,-1.577766999,50,40,3.339850003,60,64.58,2.234194723
1486435587399,12,40,43.33,1.788685711,15,21.92,2.816599707,80,88,3.022367813
1486435587399,13,95,94.52,-0.724992953,15,15.38,-0.985644707,80,80.72,-0.242976753
1486435587399,14,100,100,0,10,9.18,-0.081613766,100,96.55,1.837943242
1486435587399,15,85,86.89,1.010779839,50,50,0,2,6.1,2.078951341
1486435587399,16,5,2.94,1.12763328,30,38.46,3.101818134,30,44.26,3.846493316
1486435587399,17,55,50.7,2.145677455,5,7.27,1.260025656,20,25,2.357552005
1486435587399,18,90,88,1.087462841,100,84.09,4.003152449,90,74.07,4.00495076
1486435587399,19,75,69.41,2.514753498,10,14.44,2.19061486,95,42.55,5.71630504
1486435587399,20,20,17.14,1.577730931,20,21.74,0.89917563,30,26.83,1.720278465
1486436550661,1,90,84.44,2.507160349,50,41.3,3.141596278,10,10.42,-0.875671865
1486436550661,2,25,29.69,2.267535798,10,10.23,-1.49410907,50,38.46,3.544114402
1486436550661,3,15,13.19,0.952333566,20,40,4.330916878,5,8.16,1.715893371
1486436550661,4,75,76.71,0.875780063,100,76.92,4.536363792,80,88.41,3.093391153
1486436550661,5,100,94.52,2.486714373,20,52.05,5.007868243,10,7.59,1.341985747
1486436550661,6,50,58.46,3.101818134,80,61.54,4.216066783,75,94.59,4.301221805
1486436550661,7,80,81.03,0.207892852,65,60.26,2.282439805,20,32.94,3.70763522
1486436550661,8,15,7.29,2.969933275,100,94.23,2.559491813,10,7.45,1.419538892
1486436550661,9,15,8.62,2.701549057,100,93.9,2.638073837,100,98.04,1.060047384
1486436550661,10,50,38.33,3.560103513,10,18.46,3.101818134,20,21.18,0.384049807
1486436550661,11,75,53.06,4.463687842,90,74.6,3.956521363,80,68.12,3.585563498
1486436550661,12,100,87.76,3.628190335,20,24.74,2.282439805,50,44.23,2.559491813
1486436550661,13,100,88.46,3.544114402,5,2.7,1.277984747,100,88.06,3.59275601
1486436550661,14,20,16.28,1.942983598,50,60.24,3.373648211,50,37.21,3.690975738
1486436550661,15,20,10.26,3.302319051,15,17.86,1.577730931,60,52.78,2.876762491
1486436550661,16,90,91.18,0.384049807,85,83.84,0.361768359,100,33.33,6.061668207
1486436550661,17,85,83.33,0.843983844,10,17.31,2.894332742,100,60.71,5.300672869
1486436550661,18,50,50,0,90,78.57,3.530445355,10,8.89,0.304511042
1486436550661,19,50,48.28,0.883620816,60,60.71,-0.260151897,100,97.22,1.538538164
1486436550661,20,50,47.56,1.358958826,100,100,0,80,69.23,3.445594291
1486438479807,1,45,46.59,0.778208576,10,10.64,-0.386468347,20,25.74,2.552131108
1486438479807,2,100,97.94,1.12763328,10,18.37,3.086613947,25,20.51,2.206330648
1486438479807,3,40,38.89,0.304511042,90,89.74,-1.377069649,80,81.11,0.304511042
1486438479807,4,50,52.54,1.414135533,100,98.88,0.316145742,85,77.08,3.008092421
1486438479807,5,25,27.78,1.538538164,30,39.29,3.234961095,100,95.74,2.132576843
1486438479807,6,95,96.2,0.40599236,90,80,3.339850003,100,94.59,2.468583317
1486438479807,7,65,63.86,0.339137385,2,4.23,1.23572706,50,72.73,4.514437914
1486438479807,8,80,82.42,1.347665656,10,15.09,2.382667253,60,56.57,1.82984956
1486438479807,9,85,85,0,90,89.58,-0.875671865,10,9.57,-0.849440323
1486438479807,10,85,90.36,2.455491621,10,8.7,0.510961919,80,92.45,3.652486495
1486438479807,11,80,76.92,1.680324357,15,7.29,2.969933275,80,86.54,2.736604875
1486438479807,12,25,24.36,-0.386468347,50,57.14,2.860962798,40,32.79,2.874796966
1486438479807,13,65,65.75,-0.192645078,85,70,3.918863237,65,80.23,3.940636607
1486438479807,14,10,11.36,0.570462931,2,1,0.169925001,70,78.95,3.181897643
1486438479807,15,45,37.37,2.955126781,100,100,0,4,5.1,0.292781749
1486438479807,16,75,78.79,1.969012308,75,62.5,3.658211483,40,40.68,-0.312939312
1486438479807,17,75,73.47,0.726831217,85,70.97,3.823239844,60,71.43,3.530445355
1486438479807,18,30,24.14,2.581351247,85,65.63,4.28503225,30,43.27,3.743622676
1486438479807,19,10,6.67,1.788685711,100,96.74,1.759155834,55,77.66,4.510012465
1486438479807,20,70,74.47,2.200064862,20,33.87,3.806839582,50,68.66,4.231509211
1486439984787,1,20,25.77,2.559491813,100,80.21,4.315783575,20,29.23,3.225737653
1486439984787,2,100,98.75,0.459431619,40,41.94,1.046141782,100,94.2,2.566815154
1486439984787,3,80,73.08,2.816599707,100,91.55,3.100136671,80,71.72,3.071247819
1486439984787,4,80,75.29,2.27351589,90,82,3.022367813,20,25.81,2.56924803
1486439984787,5,10,17.5,2.930737338,40,47.25,2.882643049,70,55.95,3.82527683
1486439984787,6,80,70.59,3.253232939,90,90,0,100,33.33,6.061668207
1486439984787,7,30,27.59,1.341985747,20,22.95,1.62058641,40,52.38,3.644433152
1486439984787,8,70,75.64,2.527320608,10,11.11,0.304511042,20,37.68,4.154210531
1486439984787,9,30,36.92,2.816599707,30,33.77,1.961623328,70,70.13,-1.971430848
1486439984787,10,10,5.26,2.282439805,30,39.68,3.29351763,30,40,3.339850003
1486439984787,11,10,11,0.169925001,90,89.47,-0.610433188,50,60,3.339850003
1486439984787,12,10,9.52,-0.724992953,100,97.73,1.260025656,30,48.39,4.210622644
1486439984787,13,100,100,0,100,98.94,0.244887059,30,32.47,1.375734539
1486439984787,14,30,32.32,1.289834465,20,16.98,1.653060017,50,51.72,0.883620816
1486439984787,15,40,50.88,3.46008724,20,31.18,3.498889087,30,36.96,2.824767853
1486439984787,16,30,33.33,1.788685711,90,78.49,3.540399306,50,37.78,3.625854931
1486439984787,17,80,75,2.357552005,20,18,1.087462841,10,11.24,0.448900951
1486439984787,18,90,89.87,-1.971430848,10,3.57,2.71259578,100,99.01,0.15704371
1486439984787,19,90,79.22,3.446917865,10,9.38,-0.424687669,60,60.44,-0.823677227
1486439984787,20,30,31.65,0.827819025,20,13.89,2.64038956,10,15,2.357552005
1486472560189,1,10,77.89,6.087781048,75,12.5,5.968666793,10,18.67,3.136683578
1486472560189,2,10,53.42,5.444435168,3,90.91,6.460005304,75,10.96,6.003714662
1486472560189,3,75,17.95,5.837312556,50,35.63,3.857483428,5,63.08,5.863071186
1486472560189,4,3,85,6.35974956,50,18.52,4.98208091,5,82.11,6.271182866
1486472560189,5,2,80.65,6.299665944,3,67.39,6.011562727,75,17.65,5.844862656
1486472560189,6,5,84.38,6.312973688,5,50.56,5.51364865,10,8.47,0.726831217
1486472560189,7,50,38.37,3.555202634,5,67,5.957102042,50,58.9,3.173926932
1486472560189,8,60,21.92,5.255689555,50,15.22,5.125361806,50,25,4.651051691
1486472560189,9,10,72.73,5.973955608,60,26.87,5.055499366,50,62.63,3.672990994
1486472560189,10,50,46.97,1.657640005,60,18.46,5.380764075,100,100,0
1486472560189,11,3,95.31,6.530367318,5,75.29,6.137810883,2,89.86,6.459185684
1486472560189,12,75,15.87,5.88886499,100,89.29,3.437627248,75,18.89,5.813396421
1486472560189,13,20,61.11,5.365797502,100,92.86,2.860962798,5,74.36,6.118629666
1486472560189,14,50,61.29,3.512858954,5,63.27,5.86777294,20,64.1,5.466790238
1486472560189,15,50,41.67,3.079804755,100,90.41,3.280213996,75,19,5.810571635
1486472560189,16,10,68.75,5.87958325,50,51.06,0.244887059,80,10.26,6.12649799
1486472560189,17,50,48.98,0.195347598,60,24.32,5.162089162,90,8.24,6.355527293
1486472560189,18,100,90.32,3.29351763,100,59.38,5.348551126,10,67.82,5.856612273
1486472560189,19,3,90,6.445014846,3,73.91,6.150458132,100,77.27,4.514437914
1486472560189,20,80,7.55,6.181400762,50,33.67,4.040454121,75,43.75,4.971543554
1486473161099,1,35,35.56,-0.545824107,80,55.32,4.632559052,20,29.55,3.274261661
1486473161099,2,30,33.33,1.788685711,5,7.32,1.289834465,50,67.35,4.12722055
1486473161099,3,60,66.67,2.764473551,10,20.97,3.471837762,30,47.54,4.142821844
1486473161099,4,80,78.02,1.073820233,5,6.52,0.718087584,40,47.06,2.844988157
1486473161099,5,80,77.27,1.513490746,20,25.42,2.47118746,40,57.89,4.171126747
1486473161099,6,85,85.96,0.117695043,33,40.28,2.888499736,100,96.92,1.680324357
1486473161099,7,85,83,1.087462841,80,73.2,2.791814071,100,51.61,5.600358968
1486473161099,8,66,68.04,1.114367025,85,69.09,4.003152449,70,70.71,-0.260151897
1486473161099,9,50,50.85,-0.036525876,10,25,3.918863237,25,44.05,4.261154673
1486473161099,10,80,61.9,4.187846909,60,67.61,2.951401292,100,98.88,0.316145742
1486473161099,11,40,42.5,1.392317423,25,27,1.087462841,95,69.57,4.675533686
1486473161099,12,85,80.43,2.231125158,30,30.59,-0.483984853,100,100,0
1486473161099,13,85,81.54,1.841973119,10,14.81,2.303050085,95,94.83,-1.76121314
1486473161099,14,90,94.94,2.340562269,85,61.76,4.546277132,50,50,0
1486473161099,15,20,19.35,-0.367731785,80,70.67,3.241077458,55,54.08,0.063502942
1486473161099,16,70,65.91,2.075532631,85,84.72,-1.304006187,35,37.08,1.140778656
1486473161099,17,66,71.28,2.434294618,80,60.53,4.292413668,33,38.64,2.527320608
1486473161099,18,95,98.68,1.927896454,50,52.27,1.260025656,40,46.24,2.670160514
1486473161099,19,75,81.25,2.672425342,85,76,3.189824559,100,88.75,3.50779464
1486473161099,20,75,70.79,2.116031993,90,93.62,1.904965719,10,26.09,4.019257119
1486474036584,1,25,30.77,2.559491813,50,43.48,2.7322692,100,19.19,6.33869182
1486474036584,2,10,9.21,-0.128156351,33,31.58,0.627606838,15,11.76,1.750606505
1486474036584,3,20,19.51,-0.701341684,90,3.23,6.441201261,95,98.72,1.942983598
1486474036584,4,75,70.59,2.181102551,70,73.53,1.869871406,10,11.43,0.63691458
1486474036584,5,85,88,1.64385619,20,32.43,3.650190123,30,34.67,2.261530815
1486474036584,6,60,52.13,2.999098034,85,74,3.475733431,40,39.13,-0.007231569
1486474036584,7,95,97.65,1.472487771,25,24.21,-0.128156351,100,96.67,1.788685711
1486474036584,8,98,100,1.087462841,66,73.33,2.898208353,15,24.27,3.231893162
1486474036584,9,70,72.58,1.435628594,5,3.64,0.570462931,40,46.51,2.730096466
1486474036584,10,90,88,1.087462841,25,22,1.64385619,45,58.51,3.769242795
1486474036584,11,23,31.11,3.04176865,25,32.08,2.84899843,20,21.84,0.974529312
1486474036584,12,60,58.97,0.207892852,50,47.5,1.392317423,80,93.24,3.740387932
1486474036584,13,45,48.05,1.666756592,90,66.67,4.551823596,50,50,0
1486474036584,14,10,7.89,1.160274831,50,58.82,3.161081482,60,59.3,-0.277533976
1486474036584,15,15,21.88,2.808385051,18,21.88,2.001802243,80,94.29,3.849498932
1486474036584,16,33,38.2,2.412781525,10,26.67,4.06995989,70,95.29,4.667608326
1486474036584,17,30,25,2.357552005,100,91.4,3.125155131,20,26.14,2.64731451
1486474036584,18,80,85.94,2.600507645,100,95.51,2.206330648,40,45.76,2.557042415
1486474036584,19,10,15.79,2.564378169,50,63.89,3.808899839,40,56.36,4.043081982
1486474036584,20,90,91.76,0.914564523,20,21.13,0.327687364,30,39.78,3.308156975
1486476317747,1,75,75.61,-0.444183845,10,10.53,-0.610433188,20,26.47,2.721372659
1486476317747,2,40,38.1,1.017921908,90,82.95,2.842978832,5,7.69,1.493134922
1486476317747,3,30,30.56,-0.545824107,100,94.57,2.473786912,100,76,4.592457037
1486476317747,4,40,37.04,1.625270489,50,47.92,1.140778656,33,28.95,2.061776198
1486476317747,5,33,36.11,1.693765712,45,45.16,-1.810966176,66,62.67,1.788685711
1486476317747,6,80,76.47,1.869871406,100,90.36,3.287620044,100,85.71,3.849498932
1486476317747,7,25,23.71,0.500802053,90,75,3.918863237,100,57.45,5.415319248
1486476317747,8,33,34.18,0.384049807,80,59.38,4.374691752,85,81.08,2.016139703
1486476317747,9,15,9.26,2.552131108,33,30.77,1.23572706,75,68.27,2.777156666
1486476317747,10,9,7.07,1.039138394,10,6.38,1.904965719,20,34.18,3.838447593
1486476317747,11,90,93.42,1.825785627,100,77.14,4.522620761,45,46.15,0.350497247
1486476317747,12,100,94.12,2.586164246,15,15.91,0.049630768,50,50.6,-0.4639471
1486476317747,13,30,37.04,2.840966704,100,92.19,2.988230223,50,47.22,1.538538164
1486476317747,14,60,57.78,1.229587923,80,75.56,2.19061486,20,25.84,2.576522138
1486476317747,15,5,2.86,1.17951105,50,41.86,3.04701482,33,33.33,-1.13606155
1486476317747,16,20,18.75,0.459431619,100,96.25,1.95419631,75,75.36,-1.043943348
1486476317747,17,33,33.33,-1.13606155,85,70.69,3.851499202,75,72.73,1.260025656
1486476317747,18,25,26.76,0.914564523,80,69.01,3.474436043,33,30.69,1.283921772
1486476317747,19,90,89.29,-0.260151897,80,77.78,1.229587923,66,63.64,1.313245852
1486476317747,20,80,83.33,1.788685711,33,37,2.044394119,100,92.86,2.860962798
1486442078007,1,25,28.57,1.885574364,100,93.75,2.672425342,90,89.32,-0.312939312
1486442078007,2,50,45.45,2.224966365,100,91.67,3.079804755,20,7.14,3.698774109
1486442078007,3,33,31.58,0.627606838,75,67.5,2.930737338,10,14.71,2.27351589
1486442078007,4,80,74.29,2.544732656,40,47.47,2.925049965,55,52.38,1.456806149
1486442078007,5,90,82.52,2.926948248,5,5.71,-0.260151897,33,31.25,0.906890596
1486442078007,6,60,58.76,0.448900951,100,85.71,3.849498932,45,55.32,3.384740587
1486442078007,7,96,95.83,-1.76121314,20,38.95,4.253611152,80,84.62,2.246408087
1486442078007,8,3,1.04,1.060047384,25,36.05,3.482202926,10,18.37,3.086613947
1486442078007,9,55,51.85,1.711494907,33,43.43,3.399854674,90,90.54,-0.588573754
1486442078007,10,90,81.25,3.14974712,12,23.08,3.486070744,90,66.23,4.578636862
1486442078007,11,90,90.91,0.049630768,50,70.83,4.389222616,90,84.48,2.496973581
1486442078007,12,80,79.41,-0.483984853,55,66.28,3.511594542,5,8.25,1.754887502
1486442078007,13,70,50,4.330916878,80,86.75,2.781359714,30,43.48,3.766065051
1486442078007,14,60,63.64,1.912649865,18,18.33,-1.13606155,80,79.41,-0.483984853
1486442078007,15,40,37.18,1.558267634,33,36.47,1.845991771,50,65.82,3.995032192
1486442078007,16,95,98.44,1.833902077,8,10.84,1.568032105,95,92.68,1.289834465
1486442078007,17,96,97.18,0.384049807,2,2.94,0.09085343,85,88.78,1.965322548
1486442078007,18,98,98.08,-2.286304185,50,63.64,3.782932705,70,67.74,1.253989266
1486442078007,19,3,2.63,-1.01449957,70,70.1,-2.152003093,10,23.08,3.723012396
1486442078007,20,60,66.67,2.764473551,1.5,1.64,-1.915935735,60,61.54,0.735522177
1486483099652,1,98,98.53,-0.610433188,5,1.04,2.030336078,100,92.21,2.98458935
1486483099652,2,25,27.66,1.477677328,100,92.45,2.94016675,100,92.68,2.896271849
1486483099652,3,50,46.43,1.885574364,60,35.48,4.623223076,50,44.26,2.552131108
1486483099652,4,15,12.9,1.153805336,70,73,1.64385619,60,63.83,1.983677695
1486483099652,5,5,3.7,0.510961919,10,11.54,0.735522177,50,41.05,3.181897643
1486483099652,6,90,90.38,-0.985644707,60,63.04,1.6622055,50,60,3.339850003
1486483099652,7,75,87.5,3.658211483,30,48.65,4.230741003,60,83.61,4.568944145
1486483099652,8,10,8.25,0.906890596,50,51.19,0.3950628,100,94.87,2.393690764
1486483099652,9,25,20.2,2.300123725,90,97.47,2.925049965,75,69.88,2.390942773
1486483099652,10,80,79.55,-0.798366139,30,34.78,2.294253136,25,13.27,3.567423758
1486483099652,11,100,98.73,0.480265122,30,38.82,3.161081482,66,64.29,0.875780063
1486483099652,12,80,80,0,20,18.75,0.459431619,30,35.42,2.47118746
1486483099652,13,10,13.54,1.873813198,75,81.11,2.64038956,10,9.68,-1.168122759
1486483099652,14,60,66.3,2.683696454,75,76.67,0.843983844,80,86.41,2.708187236
1486483099652,15,15,12.96,1.114367025,30,36.49,2.725741157,30,55.56,4.682854169
1486483099652,16,55,56.25,0.459431619,35,40,2.357552005,75,95,4.330916878
1486483099652,17,25,28.21,1.737686761,60,69.7,3.296457407,60,61.9,1.017921908
1486483099652,18,90,92.19,1.211012193,20,14.81,2.410069692,60,75.53,3.968551603
